Date,Client,Product,Quantity,Price
21/07/2020,00001 CLIENTE CONTADO,"['LAS TIAS Tequeños Mini Queso 25 UNID ', 'KLONDIKE Oreo 4.5oz ', 'ARTE CARNE Carpaccio Carne 5 unid ', 'CACAO 3 Sanduchito GALLETAS / BROWNIE ', 'MUNCHIES FIT Tortas Varias ', 'NATURINAS harina de almendras ']","[1, 1, 1, 3, 1, 1]","[1978800.0, 657900.0, 3955050.0, 879750.0, 1756950.0, 1318350.0]"
21/07/2020,00001 CLIENTE CONTADO,['ARTE CARNE Carpaccio Carne 5 unid '],[1],[3955050.0]
21/07/2020,0000011 ASHLEY,['BOBS KOMBUCHA Sabor Varios 485ml '],[1],[877200.0]
21/07/2020,00001 CLIENTE CONTADO,['USADA PRIME Punta Trasera x Kilo '],[1.79],[6375000.0]
21/07/2020,00002 ALEXIS,['KALAN NUT '],[1],[1099050.0]
22/07/2020,00001 CLIENTE CONTADO,"['KALAN AMARANTH ', 'KALAN AMARANTH ', 'HEINZ No Sugar Added Tomato 13oz 369g ', 'MACKNIGHT scottish smoked salmon 227g ', 'MUNCHIES FIT Tortas Varias ']","[1, 1, 1, 1, 4]","[1099050.0, 1099050.0, 1538670.0, 3735750.0, 1756950.0]"
22/07/2020,00001 CLIENTE CONTADO,"['PEPPERIDGE ARM milano 30 packs ', 'KIRKLAND Pistachios 3 jb ', 'PEPSI 355ml LATA ', 'ARTE CARNE Carpaccio Carne 5 unid ', 'YASSO Vanilla Choco Crunch 313ML ', 'CASTELLO danes camembert 125g ', 'PACE chunky Salsa Medium ', 'KRAFT Singles American 24  Slices ', 'YUKERY Naranja 1.5 litros ', 'LA REAL Tostadas 24 unid 14oz 397g ', 'ANANKE Queso Cabra Extra Cremoso 450g ', 'MAPLE GROVE FARMS Maple flavor 355ml ', 'BEN Y JERRYS Boom Choco Core 473ml ', 'BEN Y JERRYS Choco Fudge Brownie 473ml ', 'CON LAC Calicanto Mozzarella pizza ', 'GOUDA CHEESE Dutch Tradition ']","[1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1.379, 1]","[4834800.0, 9894000.0, 166891.51, 3955050.0, 3516450.0, 1537650.0, 2419950.0, 1537650.0, 520653.2, 1758480.0, 2198100.0, 1320900.0, 2198100.0, 2856000.0, 1537650.0, 5936400.0]"
22/07/2020,14350706 MARCOS CHOCRON,['MI BELA DULCERIA Torta Redonda PEQ. '],[1],[3135600.0]
22/07/2020,00008 HELADERIA,['LA PASTOREÑA Leche Completa 500ml '],[1],[158600.0]
22/07/2020,00001 CLIENTE CONTADO,['COCONUT SECRET Flour 454g '],[1],[3361800.0]
22/07/2020,00001 CLIENTE CONTADO,['LAKANTO Pancake & Waffle mix 454G '],[1],[5376800.0]
22/07/2020,00001 CLIENTE CONTADO,"['OKARA Keso Gouda Almendra-merey 380g ', 'NUTI LIGHT Hazelnut DARK Choco 312g ', 'BERRY TASTY Acai ', 'VIAGGIO expresso INTENSO 55G ', 'VIAGGIO expresso INTENSO 55G ', 'KALAN NUT ', 'KALAN CHOCOLATE ', 'KALAN NUT ', 'KALAN CHOCOLATE ', 'KALAN BERRY MIX FRUTOS ROJOS ', 'KALAN CRANBERRY ', 'MIJAO SEEDS Merey  CON/SIN sal ']","[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2015000.0, 2241200.0, 2688400.0, 1344200.0, 1344200.0, 1120600.0, 1120600.0, 1120600.0, 1120600.0, 1120600.0, 1120600.0, 1567800.0]"
22/07/2020,00001 CLIENTE CONTADO,"['MEGA FISH churrasco de curvina X KILO ', 'MEGA FISH calamar nacional limpio X KILO ', 'COMBO PAELLERO ', 'KIRKLAND dry roasted ALMONDS 1.6oz ', 'KIRKLAND Roasted  Cachews 1.6 OZ ']","[0.47, 0.501, 1, 1, 1]","[4706000.0, 4929600.0, 3585400.0, 338000.0, 338000.0]"
22/07/2020,00001 CLIENTE CONTADO,"['SALAR Salmon chile X KILO ', 'KALAN CRANBERRY ', 'VGAN FRUIT coco crunch 500ml ', 'VGAN FRUIT Cookies Chips 500ml ']","[0.221, 1, 1, 1]","[6500000.0, 1120600.0, 1567800.0, 1567800.0]"
22/07/2020,00001 CLIENTE CONTADO,"['LINDSAY Extra Large mild &nuttty 170g ', 'TRADER J. Chicken Gyoza 454g ', 'LES AMIS DE salsa cafe de paris 8 oz ', 'PLANTERS Slated CASHEWS 1.75oz ']","[1, 1, 1, 1]","[670800.0, 1791400.0, 1567800.0, 448240.0]"
22/07/2020,00001 CLIENTE CONTADO,['MUNCHIES FIT Tortas Varias '],[3],[1791400.0]
22/07/2020,00001 CLIENTE CONTADO,"['SANTA CRUZ queso de cabra ', 'BELGIOIOSO Provolone 907g ', 'FINCA DOS AGUAS Pepinillos tiernos 600g ', 'VEGA SOTUELAMOS Q. Oveja Trufado ', 'ARAUAK GERMINADOS ']","[1, 1, 1, 1, 1]","[2464800.0, 2241200.0, 568103.45, 2467400.0, 1120600.0]"
22/07/2020,00001 CLIENTE CONTADO,"['VGAN FRUIT Frutos del Bosque 500ml ', 'LA GUANOTA Mozzarella 330g ']","[1, 1]","[1567800.0, 1120600.0]"
22/07/2020,00001 CLIENTE CONTADO,['MINALBA agua 600 ml '],[1],[68340.07]
22/07/2020,00001 CLIENTE CONTADO,['TRUVIA Naturally Sweet Stevia 9.8oz 280g '],[1],[2688400.0]
22/07/2020,00001 CLIENTE CONTADO,"['KIRKLAND Microwave Popcorn 93.5g ', 'KALAN CAPUCCINO ', 'KALAN BERRY MIX FRUTOS ROJOS ', 'KALAN NUT ', 'CRYSTAL LIGHT DECAF Lemon 6 unid ', 'NUTI LIGHT Hazelnut Milk Choco 312g ', 'Frescolita Lata 355ml ', 'MUNCHIES FIT Tortas Varias ', 'HEALTHY CULINARIA pan blanco cuadrado ', 'PEPSI 355ml LATA ']","[3, 2, 3, 2, 1, 1, 3, 1, 1, 1]","[215800.0, 1120600.0, 1120600.0, 1120600.0, 1344200.0, 2241200.0, 166904.76, 1791400.0, 4035200.0, 166891.51]"
22/07/2020,00001 CLIENTE CONTADO,"['FROM Cauliflower Tortilla SeaSalt 4.5oz ', 'FROM Cauliflower Tortilla SeaSalt 4.5oz ']","[1, 1]","[2015000.0, 2015000.0]"
22/07/2020,00001 CLIENTE CONTADO,"['Coca Cola 2L Sin Calorías ', 'PLUMROSE X KILO Lomo de Cerdo Retail ']","[1, 0.93]","[329285.71, 2017600.0]"
22/07/2020,00001 CLIENTE CONTADO,['MORANDI Varios Salsa 500 / Pesto 300 '],[1],[1791400.0]
22/07/2020,00001 CLIENTE CONTADO,"['BETTY CROCKER cookie mix G/F 538G ', 'GHIRARDELLI Brownie Dark Chocolate 20oz ', 'ARNOLD Health Nut 8oz 680g ', 'LA PASTOREÑA Descremada 1L ', 'MORANDI Boloña 1 kilo ']","[1, 1, 1, 6, 1]","[2015000.0, 1344200.0, 4032600.0, 379600.0, 3361800.0]"
22/07/2020,"00001 MAT DISTRIBUTION, C.A.",['LIBELULAS Duos Con o Sin Huevo '],[2],[670800.0]
22/07/2020,00001 CLIENTE CONTADO,"['MILANO INDIVIDUAL 21g ', 'STASH Green Tea 60gf ', 'KALAN MATCHA ', 'NUTELLA 30g ', 'ROS KETO Seeds Bread ']","[1, 1, 1, 1, 1]","[223600.0, 2691000.0, 1120600.0, 650000.0, 4929600.0]"
22/07/2020,00001 CLIENTE CONTADO,['SPLENDA Zero Stevia Liquid 1.68oz 50ml '],[1],[2015000.0]
22/07/2020,00001 CLIENTE CONTADO,"['NATURES CHARM coconut milk 400ml ', 'BOBS KOMBUCHA Sabor Varios 485ml ', 'ALTAGUA leche de coco ']","[1, 4, 1]","[1120600.0, 894400.0, 1344200.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KIRKLAND Panko Shrimp 1.13Kg ', 'KIRKLAND Organic Soy VAnilla 1qt 946ml ', 'BLUE diamons Almond Breeze choco 946ml ', 'VGAN FRUIT Sensation 500ML ', 'VGAN FRUIT guanabana 500ML ', 'VGAN FRUIT Cookies Cream 500ml ', 'TRIDENT Alaskan Salmon Burgers 3LBS ', 'NUTIVA coconut sugar UNREFINED 454g ', 'LAKANTO Drinking Choco Monkfruit 283g ', 'NATURES CHARM coco milk evaporated360ml ', 'NATURES CHARM Coconut Milk 11.25oz 320g ', 'CLOVIS FARMS Super Smoothie 3LB 1.36k ', 'TYSON Panko acahichen Nuggets 2.26kg ', 'TALOKOHC Patanemo 75 chocolate ']","[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]","[10085400.0, 894400.0, 1120600.0, 1567800.0, 1567800.0, 1567800.0, 10085400.0, 2688400.0, 4482400.0, 1346800.0, 1791400.0, 7170800.0, 7170800.0, 670800.0]"
22/07/2020,00001 CLIENTE CONTADO,"['PLUMROSE X KILO Lomo de Cerdo Retail ', 'BANZA Shells Made From Chickpeas 8oz 227 ', 'BANZA Shells Made From Chickpeas 8oz 227 ', 'BANZA Chickpeas rotini 8OZ 227G ', 'EXPLORE CUISINE Edamame mung bean ', 'TRADER J. Turkey Meatballs 16oz 454g ', 'TRADER J. Turkey Meatballs 16oz 454g ', 'NATURES EATS almond Flour 907G ', 'YOY FOODS Eritritol 500g ', 'ALTAGUA Agua de Coco 500ml ']","[1.015, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[2017600.0, 1567800.0, 1567800.0, 1567800.0, 2241200.0, 3585400.0, 3585400.0, 5829200.0, 1570400.0, 670800.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KERRYGOLD Pure Irish Butter 8oz 227g ', 'CASCADIAN FARM Blueberries 1.81kg ']","[20, 1]","[1344200.0, 7844200.0]"
22/07/2020,"00001 MAQUINARIAS ENTERPRISE, C.A.","['DLIMON Puro Limon 350ml ', 'BOBS KOMBUCHA Sabor Varios 485ml ']","[1, 2]","[894400.0, 894400.0]"
22/07/2020,00001 CLIENTE CONTADO,"['MILTONS Cualifower crust pizza 2pack ', 'TRADER JOES  sweet potato gnocchi 400g ', 'GULLON sugar free MARIA BISCUITS ', 'EXPLORE CUISINE Edamame mung bean ', 'QUEVOS quevos rancheros 30G ']","[1, 1, 3, 1, 1]","[8070400.0, 1567800.0, 1791400.0, 2241200.0, 1120600.0]"
22/07/2020,00005 ERICK BENARROCH,['ECO PAN BATATA  Varios '],[1],[780000.0]
22/07/2020,00001 TRANSEARCH VENEZUELA,"['FUMAGE Sazonador con Romero 2.8 oz ', 'FUMAGE Sazonador Estilo Italiano 2.5oz ', 'FUMAGE Sazonador con ajo y perejil 2.8oz ', 'FUMAGE Sal Tomate Seco 2.47 oz ', 'MARKET PANTRY Ground Mustard 50g ', 'KRAFT Singles American 24  Slices ', 'ROSARA pimientos del piquillo 250g ', 'MC CORMICK  Sesame seeds 28g ', 'LA GUANOTA Burrata 200g ', 'EL ENCANTO Hamb RES RELLENA ', 'HAAGEN DAZS Choco peanut butter 414ml ', 'ISELITAS Yuca Chips Natural 400g ', 'BIMBO Pan Artesano 500g ', 'KIKKOMAN Less sodium Soy Sauce 5 oz ', 'PUIG Chocolate Cooky Chips 200g ', 'PEPSI Light 2 litros ', 'KUMATA VEGANAS Salchicha/Chorizo/Hamb ', 'ECO PAN BATATA  Varios ', 'PATTY COCINA Especies Varios 2.9oz ']","[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3]","[1120600.0, 1120600.0, 1120600.0, 1120600.0, 2015000.0, 1567800.0, 2464800.0, 1120600.0, 1344200.0, 2241200.0, 2912000.0, 1792960.0, 570200.0, 1567800.0, 232758.62, 344782.33, 1344200.0, 780000.0, 2688400.0]"
22/07/2020,00001 CLIENTE CONTADO,['ANGIES Boom Chicka Pop Sea Salt 0.6oz 17 '],[1],[894400.0]
22/07/2020,00001 CLIENTE CONTADO,"['SALAR Salmon chile X KILO ', 'MUNCHIES FIT GALLETAS/ALFAJORES ']","[0.227, 1]","[6500000.0, 1120600.0]"
22/07/2020,00001 CLIENTE CONTADO,"['CRYSTAL LIGHT DECAF Lemon 6 unid ', 'HIDDEN VALLEY GREEK Yogurt D Ranch 12oz ', 'MUNCHIES FIT Tortas Varias ']","[1, 1, 1]","[1344200.0, 1791400.0, 1791400.0]"
22/07/2020,00001 CLIENTE CONTADO,"['COCACOLA Zero Sugar 12oz 355ml ', 'YUKERY Naranja 1.5 litros ', 'KALAN AMARANTH ', 'BBF Organic Coconut Palm sugar 680g ', 'SPLENDA Zero Stevia Liquid 1.68oz 50ml ', 'OREO Mini 42g ', 'KIRKLAND roasted peanuts 1.6 oz ']","[1, 2, 1, 1, 1, 2, 1]","[226200.0, 520653.2, 1120600.0, 2688400.0, 2015000.0, 670800.0, 338000.0]"
22/07/2020,00001 CLIENTE CONTADO,"['SALAR Salmon chile X KILO ', 'SPLENDA Zero Stevia Liquid 1.68oz 50ml ', 'BLUE diamons Almond Breeze choco 946ml ']","[0.489, 1, 1]","[6500000.0, 2015000.0, 1120600.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KALAN AMARANTH ', 'KALAN CHOCOLATE ', 'POP YOUR FITNESS mousse ', 'NATURINAS mantequilla almendra 490g ', 'THIN addictives Cookies 3 UNI ', 'BEN Y JERRYS Strawberry cheesecake 4oz ']","[1, 1, 2, 1, 1, 1]","[1120600.0, 1120600.0, 1344200.0, 3364400.0, 449800.0, 673400.0]"
22/07/2020,00001 CLIENTE CONTADO,"['ATUN ROJO X KILO ', 'ANANKE Queso cabra Extra Cremoso 225g ', 'LUNARIA Boquerones en Vinagre 350g ', 'MUNCHIES FIT Tortas Varias ', 'OREO  2 Cookies 0.78oz 22g ']","[0.547, 1, 1, 1, 1]","[6947200.0, 1344200.0, 1791400.0, 1791400.0, 223600.0]"
22/07/2020,00001 CLIENTE CONTADO,"['NATURINAS aceite de coco 500cc ', 'PUIG Delicias Maria 34g ']","[1, 2]","[2053750.0, 114285.71]"
22/07/2020,00001 CLIENTE CONTADO,"['MAPLE GROVE FARMS Maple flavor 355ml ', 'NATURINAS mantequilla de mani 490g ']","[2, 1]","[1372700.0, 1597950.0]"
22/07/2020,00001 CLIENTE CONTADO,"['PHILADELPHIA Original BARRA 8oz ', 'ANANKE Ricotta cebollin y cilantro 350g ', 'GOOD HUMOR Giant vainilla ', 'TRUVIA Naturally Sweet Stevia 9.8oz 280g ', 'KINDER JOY Treat + Toy ']","[1, 1, 1, 1, 1]","[1597950.0, 1597950.0, 686350.0, 2740100.0, 686350.0]"
22/07/2020,00001 CLIENTE CONTADO,"['YOY FOODS Proteina Vegetal 300g ', 'OKARA Keso Mozzarella Almendra 450g ', 'BASED RAW Mantequilla Ghee ', 'NATURINAS aceite de coco 500cc ', 'SALAR Salmon chile X KILO ']","[2, 1, 1, 1, 0.462]","[1599010.0, 2512200.0, 2968000.0, 2053750.0, 6625000.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KALAN BERRY MIX FRUTOS ROJOS ', 'GATORADE ZERO berry 355ml ']","[2, 1]","[1142150.0, 455800.0]"
22/07/2020,00001 CLIENTE CONTADO,"['NARU Pistachos tostados son sal 400g ', 'VGAN FRUIT coco crunch 500ml ', 'LIBELULAS Sandwich  con o sin huevo ']","[1, 1, 1]","[2512200.0, 1597950.0, 1142150.0]"
22/07/2020,00001 CLIENTE CONTADO,"['GREENLAND Edamame 16oz 454g ', 'SALAR Salmon chile X KILO ', 'PERA VERDE CHILENA X KILO ']","[1, 0.555, 0.791]","[1597950.0, 6625000.0, 914250.0]"
22/07/2020,00001 CLIENTE CONTADO,"['GREENWISE Brown Rice Crackers 99g ', 'GREENWISE Rice crackers Multigrain 99g ', 'THE REAL Coconut Tortilla C Pink 5.5oz ', 'CRAIZE BOLSA Platain 4oz 113g ', 'KALAN BERRY MIX FRUTOS ROJOS ', 'KALAN CHOCOLATE ', 'VIAGGIO expresso EXPRESSO 55G ', 'VIAGGIO expresso VERONA 55G ', 'SWEET BABY RAYS Barbecue Sauce 40oz ', 'LA PASTOREÑA Deslactosada 1 L ', 'SARASA Aceitunas verdes con Hueso 380g ', 'HENRI MOR Reserva Privada 750ml ', 'THAI KITCHEN Sweet red Chili 1L ', 'LIBELULAS Sandwich  con o sin huevo ', 'ECO PAN BATATA  Varios ', 'ARAUAK GERMINADOS ', 'NATURINAS QUINOA ']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 2, 1, 1, 1]","[1597950.0, 1597950.0, 3195900.0, 1370050.0, 1142150.0, 1142150.0, 1370050.0, 1370050.0, 1825850.0, 405450.0, 1370050.0, 3882250.0, 3198550.0, 1142150.0, 795000.0, 1142150.0, 683700.0]"
22/07/2020,00001 CLIENTE CONTADO,"['PEPSI Light 355ml LATA ', 'POP YOUR FITNESS mousse ', 'CACAO 3 Sanduchito GALLETAS / BROWNIE ']","[1, 4, 1]","[143534.48, 1370050.0, 914250.0]"
22/07/2020,00001 CLIENTE CONTADO,"['CHOC ZERO Maple Syrup 12oz 340g ', 'NATURINAS mermelada de fresa 200g ']","[1, 2]","[2968000.0, 914250.0]"
22/07/2020,00001 CLIENTE CONTADO,"['CRYSTAL LIGHT Rasberry Ice Tea 1.6oz 45g ', 'LAKANTO monkfruit sweetener classic 235g ', 'CRYSTAL LIGHT Rasberry Ice Tea 1.6oz 45g ']","[1, 1, 1]","[1597950.0, 3198550.0, 1597950.0]"
22/07/2020,00001 CLIENTE CONTADO,"['EVEBA ATUN SOLIDO en aceite vegetal 140g ', 'VGAN FRUIT Frutos del Bosque 500ml ', 'VGAN FRUIT guanabana 500ML ', 'GATORADE ZERO gracier cherry 355ml ', 'YOY FOODS Xilitol 200g ']","[7, 1, 1, 1, 4]","[424000.0, 1597950.0, 1597950.0, 455800.0, 1142150.0]"
22/07/2020,00001 CLIENTE CONTADO,"['DORITOS Mega Queso 150g ', 'CASABE REAL TIPO PASAPALO 35UND ', 'ANANKE Queso cabra albahaca 200g ', 'CRAIZE BOLSA Seeded 4oz 113g ']","[1, 3, 1, 1]","[214978.33, 244285.71, 1370050.0, 1370050.0]"
22/07/2020,00001 CLIENTE CONTADO,['PEPSI 2 litros '],[1],[379208.4]
22/07/2020,00001 CLIENTE CONTADO,['PEPSI 2 litros '],[1],[379208.4]
22/07/2020,00001 CLIENTE CONTADO,"['KALAN COCONUT ', 'KALAN BERRY MIX FRUTOS ROJOS ', 'KALAN CHOCOLATE ']","[1, 1, 1]","[1142150.0, 1142150.0, 1142150.0]"
22/07/2020,00001 OSCARY GARCIA,"['Chinotto Lata 355ml ', 'PUIG Delicias Maria 34g ']","[1, 1]","[62251.72, 114285.71]"
22/07/2020,00001 CLIENTE CONTADO,"['MUNCHIES FIT Tortas Varias ', 'MUNCHIES FIT GALLETAS/ALFAJORES ', 'DELIAS BAKERY Pan Sandwich ', 'CACAO 3 Brownie REESES / NUECES ', 'REESE S 42g ', 'DLIMON Puro Limon 350ml ', 'TUNATUN  atun solido 140g ']","[3, 1, 1, 1, 1, 1, 1]","[1825850.0, 1142150.0, 662500.0, 776450.0, 458450.0, 911600.0, 302100.0]"
22/07/2020,00001 CLIENTE CONTADO,"['NATURINAS COCO RALLADO ', 'SMUCKERS Chocolate Sugar Free 19oz 539g ', 'FONDUE PAN Bread Cheese ', 'LA GUANOTA Bocconcini 450g ']","[1, 2, 1, 1]","[455800.0, 1825850.0, 2740100.0, 1370050.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KABALANCE saludable VARIAS ', 'YOY FOODS Estevia 180g ', 'YOY FOODS Eritritol 500g ']","[4, 1, 2]","[1597950.0, 1142150.0, 1600600.0]"
22/07/2020,00001 CLIENTE CONTADO,"['GOOD HUMOR Giant vainilla ', 'KLONDIKE Oreo 4.5oz ']","[2, 1]","[686350.0, 683700.0]"
22/07/2020,00001 CLIENTE CONTADO,"['Natu Chips Platanitos 150g ', 'TRUVIA Naturally Sweet Stevia 9.8oz 280g ', 'KALAN NUT ', 'KALAN CAPUCCINO ', 'KALAN CHOCOLATE ', 'REESE S 42g ']","[1, 1, 1, 1, 1, 1]","[280409.37, 2740100.0, 1142150.0, 1142150.0, 1142150.0, 458450.0]"
22/07/2020,00001 CLIENTE CONTADO,"['HENRI MOR Reserva Familia 750ml ', 'MILKA caramel 20g ', 'VIAGGIO expresso ARABICA 55G ', 'LA REAL WRAPS Whole Wheat 15oz 425.24g ']","[1, 1, 1, 1]","[2740100.0, 683700.0, 1370050.0, 1370050.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KABALANCE saludable VARIAS ', 'OREO  2 Cookies 0.78oz 22g ']","[2, 1]","[1597950.0, 227900.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KALAN NUT ', 'KALAN NUT ', 'KALAN CHOCOLATE ', 'KALAN CHOCOLATE ', 'GULLON sugar free MARIA BISCUITS ', 'GULLON sugar free MARIA BISCUITS ', 'LA PASTOREÑA Descremada 1L ', 'LA PASTOREÑA Descremada 1L ']","[1, 1, 1, 1, 1, 1, 1, 1]","[1120600.0, 1120600.0, 1120600.0, 1120600.0, 1791400.0, 1791400.0, 379600.0, 379600.0]"
22/07/2020,00001 CLIENTE CONTADO,['KABALANCE saludable VARIAS '],[1],[1597950.0]
22/07/2020,00001 CLIENTE CONTADO,"['LA REAL WRAPS Spinach 15oz 425.24g ', 'KABALANCE Dulce de Leche POTE ', 'ECO PAN BATATA  Varios ', 'KABALNCE SIN GLUTEN VARIAS ']","[1, 1, 1, 1]","[1142150.0, 2968000.0, 795000.0, 1828500.0]"
22/07/2020,00002 ALEXIS,['KABALANCE saludable VARIAS '],[1],[1597950.0]
22/07/2020,00001 ANTONIO DEL NOGAL,"['KALAN BERRY MIX FRUTOS ROJOS ', 'KALAN GOLDEN MILK ', 'KALAN NUT ', 'KALAN TARO ', 'KALAN CHOCOLATE ', 'KALAN AMARANTH ', 'KALAN COCONUT ', 'KALAN CRANBERRY ', 'KALAN CARBON ACTIVO ', 'TALENTI Salted caramel truffle 11,4oz ', 'BIMBO Pan Blanco 500g ', 'KIRKLAND Microwave Popcorn 93.5g ', 'BLUE DIAMOND Almond flour 48oz 1.36k ', 'LAS TIAS Tequeños de Queso 16 unid ', 'TYSON Crispy Chicken Strips 48oz 3L 1.36 ', 'RENATA water limon 115g ', 'ECO PAN BATATA  Varios ', 'EL ENCANTO Hamb MINIS 10 unid ', 'COCACOLA Zero Sugar 12oz 355ml ', 'DANAIK Varios ']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 2, 1, 1, 1, 1, 35, 1]","[1142150.0, 1142150.0, 1142150.0, 1142150.0, 1142150.0, 1142150.0, 1142150.0, 1142150.0, 1142150.0, 2284300.0, 413500.0, 219950.0, 6394450.0, 2056400.0, 7308700.0, 144857.14, 795000.0, 2284300.0, 230550.0, 1597950.0]"
22/07/2020,00001 CLIENTE CONTADO,"['COCA COLA LATA 355ml ', 'COCA COLA Sabor Ligerto LATA 355ml ', 'ALTAGUA Carne de Coco ', 'ALTAGUA Agua de Coco 500ml ', 'VGAN FRUIT Frutos del Bosque 500ml ', 'ARAUAK GERMINADOS ', 'FINCA perejil 30g ', 'MOTTS TOTS Apple Juice INDIV. 6,75OZ ', 'BERTOLLI Alfredo Sauce 15oz 425g ', 'PHILADELPHIA Original BARRA 8oz ', 'PREMIUM guacamole FIESTA 397g ', 'CRAIZE BOLSA Platain 4oz 113g ', 'CRAIZE BOLSA Sweet Corn 4oz 113g ', 'PIKA Pita Crunch ']","[6, 6, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1]","[166904.76, 143856.9, 894400.0, 670800.0, 1567800.0, 1120600.0, 140000.0, 224120.0, 1567800.0, 1567800.0, 2015000.0, 1344200.0, 1344200.0, 670800.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KALAN COCONUT ', 'GOYA MARIA COOKIES sugar free 200g ', 'MUNCHIES FIT Tortas Varias ', 'KABALNCE SIN GLUTEN VARIAS ']","[1, 1, 2, 1]","[1142150.0, 1825850.0, 1825850.0, 1828500.0]"
22/07/2020,00001 CLIENTE CONTADO,"['VEGA SOTUELAMOS Q. Oveja Trufado ', 'KABALANCE saludable VARIAS ', 'KABALNCE SIN GLUTEN VARIAS ', 'PEPPERIDGE ARM milano 30 packs ', 'HEALTHY CULINARIA pan blanco cuadrado ']","[2, 4, 1, 1, 1]","[2514850.0, 1597950.0, 1828500.0, 5024400.0, 4112800.0]"
22/07/2020,00001 CLIENTE CONTADO,"['POLAR Mavesa 500g ', 'PLUMROSE Salchicha Wieners LARGA 12unid ', 'MUNCHIES FIT Tortas Varias ']","[1, 1, 3]","[420578.48, 911600.0, 1825850.0]"
22/07/2020,00001 CLIENTE CONTADO,"['ULTRA COOL SNACKS Lentejas Doradas PEQ ', 'BERRY TASTY Acai ']","[2, 1]","[428571.43, 2740100.0]"
22/07/2020,00001 CLIENTE CONTADO,['GOYA MARIA COOKIES sugar free 200g '],[2],[1825850.0]
22/07/2020,00001 STEVEN TECERRA,"['Chinotto Lata 355ml ', 'ST MORITZ Flaquito Avell. UNIDAD ']","[1, 2]","[62251.72, 114215.0]"
22/07/2020,00001 CLIENTE CONTADO,['PEPSI Light 355ml LATA '],[1],[143534.48]
22/07/2020,00001 CLIENTE CONTADO,"['NUTI LIGHT Hazelnut Milk Choco 312g ', 'LA REAL Tostadas 24 unid 14oz 397g ', 'POPCORNERS white cheddar 28g ']","[1, 1, 1]","[2241200.0, 1792960.0, 449800.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KIND Peanut Butter Dark Chocolate 40g ', 'ROULLE Mini Cinnamon Rolls 12Unid ', 'Chinotto Lata 355ml ']","[5, 1, 1]","[686350.0, 1370050.0, 62251.72]"
22/07/2020,00001 CLIENTE CONTADO,"['KABALNCE SIN GLUTEN VARIAS ', 'KABALANCE saludable VARIAS ', 'PEPSI Light 355ml LATA ']","[2, 1, 2]","[1828500.0, 1597950.0, 143534.48]"
22/07/2020,00001 CLIENTE CONTADO,"['POPCORNERS seal salt 28g ', 'GATTO GRILL Empanadas Varias 100 ', 'IL GRLLO EXPRESS Grisinis ', 'COCA COLA LATA 355ml ', 'MINALBA agua 600 ml ']","[2, 1, 1, 1, 1]","[458450.0, 2056400.0, 1370050.0, 166904.76, 68340.07]"
22/07/2020,00001 CLIENTE CONTADO,"['504 BASE PIZZA 3 unid ', '504 BASE PIZZA 3 unid ', '504 BASE PIZZA 3 unid ', 'LAS TIAS Tequeños Queso 40 unid ', 'FUMAGE Sal Marina 3.5 oz ', 'KENS STEAK HOUSE Ranch 16oz 473ml ', 'HENRI MOR Reserva Familia 750ml ', 'KABALANCE Dulce de Leche POTE ']","[1, 1, 1, 1, 1, 1, 1, 1]","[1120600.0, 1120600.0, 1120600.0, 4035200.0, 1120600.0, 1344200.0, 2688400.0, 2912000.0]"
22/07/2020,00001 CLIENTE CONTADO,"['KABALANCE saludable VARIAS ', 'KABALNCE SIN GLUTEN VARIAS ']","[2, 2]","[1567800.0, 1794000.0]"
22/07/2020,00001 CLIENTE CONTADO,['IMITATION Creb Flakes 1.135 k '],[1],[3195900.0]
22/07/2020,00001 CLIENTE CONTADO,"['SRIRACHA HOT Chili Sauce 28oz 740ml ', 'TALENTI Salted caramel truffle 11,4oz ', 'KALAN COCONUT ', 'KALAN BERRY MIX FRUTOS ROJOS ', 'CACAO 3 Sanduchito GALLETAS / BROWNIE ']","[1, 1, 1, 1, 2]","[2053750.0, 2284300.0, 1142150.0, 1142150.0, 914250.0]"
22/07/2020,00001 CLIENTE CONTADO,"['ECO PAN BATATA  Varios ', 'KIKKOMAN Less sodium Soy Sauce 5 oz ']","[3, 2]","[795000.0, 1597950.0]"
